Ensembl ID,Gene.name,Gene.description,logFC,logCPM,F,PValue,FDR,#NAME?,,,,
ENSMUSG00000028096,Gpr89,G protein-coupled receptor 89 [Source:MGI Symbol;Acc:MGI:1914799],-0.01774062,4.831265275,0.032383357,0.859432859,0.936544355,0.02847165,,,,
ENSMUSG00000032849,Abcc4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:MGI Symbol;Acc:MGI:2443111]",-0.017726808,3.246339302,0.02503437,0.876247702,0.946799829,0.023741829,,,,
ENSMUSG00000037007,Zfp113,zinc finger protein 113 [Source:MGI Symbol;Acc:MGI:1929116],-0.017703707,3.554300596,0.026254574,0.873294914,0.944918764,0.024605527,,,,
ENSMUSG00000024426,Atat1,alpha tubulin acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913869],-0.017689328,3.049853653,0.014588809,0.905355577,0.959694771,0.017866872,,,,
ENSMUSG00000078942,Naip6,"NLR family, apoptosis inhibitory protein 6 [Source:MGI Symbol;Acc:MGI:1298222]",-0.017601718,2.853086267,0.013380929,0.909338925,0.961379485,0.01710515,,,,
ENSMUSG00000055991,Zkscan5,zinc finger with KRAB and SCAN domains 5 [Source:MGI Symbol;Acc:MGI:107533],-0.017564037,3.597361279,0.033550712,0.856951097,0.935759079,0.02883595,,,,
ENSMUSG00000054074,Skida1,SKI/DACH domain containing 1 [Source:MGI Symbol;Acc:MGI:1919918],-0.017517173,0.747458502,0.003811513,0.95153135,0.979265197,0.00909968,,,,
ENSMUSG00000042699,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9 [Source:MGI Symbol;Acc:MGI:108177],-0.017419856,7.468843472,0.035227841,0.853462581,0.934222797,0.029549539,,,,
ENSMUSG00000035152,Ap2b1,"adaptor-related protein complex 2, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1919020]",-0.017413438,6.556648677,0.075655149,0.786770384,0.902745757,0.044434544,,,,
ENSMUSG00000020471,Pold2,"polymerase (DNA directed), delta 2, regulatory subunit [Source:MGI Symbol;Acc:MGI:1097163]",-0.017408687,4.41678901,0.02777606,0.86971018,0.94287112,0.025547666,,,,
ENSMUSG00000053581,Zfand2a,"zinc finger, AN1-type domain 2A [Source:MGI Symbol;Acc:MGI:2140729]",-0.017401312,3.299860794,0.02162171,0.884922288,0.949631969,0.022444673,,,,
ENSMUSG00000021591,Glrx,glutaredoxin [Source:MGI Symbol;Acc:MGI:2135625],-0.017394408,5.279863695,0.057378101,0.813709879,0.915691988,0.038250586,,,,
ENSMUSG00000006134,Crkl,v-crk avian sarcoma virus CT10 oncogene homolog-like [Source:MGI Symbol;Acc:MGI:104686],-0.017390994,5.719825723,0.050166479,0.825589492,0.922028324,0.035255738,,,,
ENSMUSG00000020903,Stx8,syntaxin 8 [Source:MGI Symbol;Acc:MGI:1890156],-0.017320659,3.455534032,0.019829928,0.889758782,0.952126062,0.021305547,,,,
ENSMUSG00000095567,Noc2l,NOC2 like nucleolar associated transcriptional repressor [Source:MGI Symbol;Acc:MGI:1931051],-0.017268436,6.397867411,0.05764269,0.813289506,0.915550474,0.038317708,,,,
ENSMUSG00000035547,Capn5,calpain 5 [Source:MGI Symbol;Acc:MGI:1100859],-0.017193866,4.798182857,0.038803696,0.846301729,0.930352476,0.031352482,,,,
ENSMUSG00000029427,Zcchc8,"zinc finger, CCHC domain containing 8 [Source:MGI Symbol;Acc:MGI:1917900]",-0.017016314,5.446946827,0.056550355,0.81503166,0.916329212,0.037948468,,,,
ENSMUSG00000029998,Pcyox1,prenylcysteine oxidase 1 [Source:MGI Symbol;Acc:MGI:1914131],-0.016962832,8.110069139,0.057890846,0.81289617,0.915412219,0.038383295,,,,
ENSMUSG00000015023,Ddx19a,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a [Source:MGI Symbol;Acc:MGI:99526],-0.016886735,5.186000769,0.049141873,0.827348737,0.922818796,0.034883568,,,,
ENSMUSG00000030319,Cand2,cullin-associated and neddylation-dissociated 2 (putative) [Source:MGI Symbol;Acc:MGI:1914338],-0.016876107,2.497365448,0.00936071,0.92411769,0.966882969,0.014626089,,,,
ENSMUSG00000015165,Hnrnpl,heterogeneous nuclear ribonucleoprotein L [Source:MGI Symbol;Acc:MGI:104816],-0.016796714,7.361272921,0.065923081,0.800618074,0.90958424,0.041157073,,,,
ENSMUSG00000018900,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5 [Source:MGI Symbol;Acc:MGI:1329012]",-0.016761682,2.850027333,0.014168623,0.906721587,0.960459458,0.017520963,,,,
ENSMUSG00000085028,Slc2a4rg-ps,"Slc2a4 regulator, pseudogene [Source:MGI Symbol;Acc:MGI:3651388]",-0.016758083,2.913461532,0.016746484,0.898636518,0.956079763,0.019505874,,,,
ENSMUSG00000032383,Ppib,peptidylprolyl isomerase B [Source:MGI Symbol;Acc:MGI:97750],-0.016744527,8.375059633,0.063321996,0.804502143,0.9114941,0.040246138,,,,
ENSMUSG00000008393,Carhsp1,calcium regulated heat stable protein 1 [Source:MGI Symbol;Acc:MGI:1196368],-0.016692918,6.678832131,0.06714095,0.798827664,0.90853333,0.041659136,,,,
ENSMUSG00000030872,Gga2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:MGI Symbol;Acc:MGI:1921355]",-0.016658885,5.900773841,0.027491695,0.870372343,0.943186015,0.025402648,,,,
ENSMUSG00000001674,Ddx18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:MGI Symbol;Acc:MGI:1914192],-0.016658881,4.594038218,0.022570728,0.882443592,0.948791766,0.022829093,,,,
ENSMUSG00000002210,Smg9,"smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]",-0.016558757,4.126932095,0.032616613,0.85893331,0.936444827,0.028517805,,,,
ENSMUSG00000004069,Dnaja3,DnaJ heat shock protein family (Hsp40) member A3 [Source:MGI Symbol;Acc:MGI:1933786],-0.016469482,6.343266151,0.071093409,0.793134023,0.905769349,0.04298238,,,,
ENSMUSG00000026087,Mrpl30,mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820],-0.016454394,5.33337374,0.040910824,0.842242246,0.928657471,0.032144443,,,,
ENSMUSG00000020869,Lrrc59,leucine rich repeat containing 59 [Source:MGI Symbol;Acc:MGI:2138133],-0.016377552,6.768539584,0.028602552,0.867805212,0.941609664,0.026129093,,,,
ENSMUSG00000027071,P2rx3,"purinergic receptor P2X, ligand-gated ion channel, 3 [Source:MGI Symbol;Acc:MGI:1097160]",-0.016346277,1.321772567,0.006480011,0.936832284,0.972450795,0.012132364,,,,
ENSMUSG00000014550,Rbsn,"rabenosyn, RAB effector [Source:MGI Symbol;Acc:MGI:1925537]",-0.01630716,4.691179683,0.035873917,0.852141748,0.933689032,0.029797743,,,,
ENSMUSG00000027314,Dll4,delta like canonical Notch ligand 4 [Source:MGI Symbol;Acc:MGI:1859388],-0.016196769,2.735442798,0.008544324,0.927491709,0.9683371,0.013973429,,,,
ENSMUSG00000022972,Cfap298,cilia and flagella associate protien 298 [Source:MGI Symbol;Acc:MGI:1915251],-0.016157086,2.897692048,0.01429282,0.906315711,0.960207795,0.017634773,,,,
ENSMUSG00000041057,Wdr43,WD repeat domain 43 [Source:MGI Symbol;Acc:MGI:1919765],-0.016111601,5.69279809,0.044352967,0.835838871,0.926066029,0.033358047,,,,
ENSMUSG00000022536,Glyr1,glyoxylate reductase 1 homolog (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1921272],-0.016110755,6.868339211,0.074603768,0.78821831,0.903317113,0.044159762,,,,
ENSMUSG00000051989,Smim11,small integral membrane protein 11 [Source:MGI Symbol;Acc:MGI:1916186],-0.016076269,2.842388879,0.012886379,0.911022313,0.961908752,0.016866124,,,,
ENSMUSG00000020462,Cfap36,cilia and flagella associated protein 36 [Source:MGI Symbol;Acc:MGI:1913994],-0.016034811,3.164985537,0.016173503,0.900375614,0.957260689,0.018969775,,,,
ENSMUSG00000051721,Wdcp,WD repeat and coiled coil containing [Source:MGI Symbol;Acc:MGI:3040699],-0.015876307,3.222728052,0.023184995,0.880867569,0.948628538,0.022903814,,,,
ENSMUSG00000055745,Rtl6,retrotransposon Gag like 6 [Source:MGI Symbol;Acc:MGI:2675858],-0.015805789,1.919059565,0.009288961,0.924408106,0.966882969,0.014626089,,,,
ENSMUSG00000033938,Ndufb7,NADH:ubiquinone oxidoreductase subunit B7 [Source:MGI Symbol;Acc:MGI:1914166],-0.015721936,5.680349683,0.032859046,0.858416061,0.936213217,0.028625232,,,,
ENSMUSG00000020427,Igfbp3,insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438],-0.015712592,5.415952352,0.030520735,0.863490539,0.939334296,0.027179821,,,,
ENSMUSG00000079505,Gm11131,predicted gene 11131 [Source:MGI Symbol;Acc:MGI:3779386],-0.015701923,0.387915911,0.002413106,0.961424824,0.983106765,0.007399315,,,,
ENSMUSG00000066306,Numa1,nuclear mitotic apparatus protein 1 [Source:MGI Symbol;Acc:MGI:2443665],-0.015691563,7.134937266,0.046421463,0.832115472,0.924930337,0.033890976,,,,
ENSMUSG00000028687,Mutyh,mutY DNA glycosylase [Source:MGI Symbol;Acc:MGI:1917853],-0.015665302,1.393212689,0.005271842,0.943012283,0.976497089,0.010329047,,,,
ENSMUSG00000025580,Eif4a3,eukaryotic translation initiation factor 4A3 [Source:MGI Symbol;Acc:MGI:1923731],-0.015602378,5.627550696,0.045051572,0.834571363,0.925877876,0.033446293,,,,
ENSMUSG00000045078,Rnf216,ring finger protein 216 [Source:MGI Symbol;Acc:MGI:1344349],-0.015568446,5.218184928,0.048794814,0.827949005,0.922819967,0.034883017,,,,
ENSMUSG00000024246,Thumpd2,THUMP domain containing 2 [Source:MGI Symbol;Acc:MGI:1919417],-0.015555286,2.778094367,0.011814083,0.914788556,0.963477613,0.016158372,,,,
ENSMUSG00000027286,Lrrc57,leucine rich repeat containing 57 [Source:MGI Symbol;Acc:MGI:1913856],-0.01536711,3.427681251,0.023115581,0.881044585,0.948628538,0.022903814,,,,
ENSMUSG00000040867,Begain,brain-enriched guanylate kinase-associated [Source:MGI Symbol;Acc:MGI:3044626],-0.015359356,0.773791976,0.001430109,0.970298403,0.986877424,0.005736786,,,,
ENSMUSG00000026822,Lcn2,lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757],-0.015356859,7.832928721,0.03443871,0.855093039,0.934477382,0.029431206,,,,
ENSMUSG00000029552,Tes,testis derived transcript [Source:MGI Symbol;Acc:MGI:105081],-0.01535594,3.673270803,0.024800312,0.876822491,0.946950215,0.023672853,,,,
ENSMUSG00000029475,Kdm2b,lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737],-0.015248054,4.475589502,0.029204696,0.866435132,0.940740389,0.02653021,,,,
ENSMUSG00000033460,Armcx1,"armadillo repeat containing, X-linked 1 [Source:MGI Symbol;Acc:MGI:1925498]",-0.015234003,3.182240635,0.014301311,0.906288029,0.960207795,0.017634773,,,,
ENSMUSG00000031901,Dus2,dihydrouridine synthase 2 [Source:MGI Symbol;Acc:MGI:1913619],-0.015181943,3.219602589,0.013752133,0.908096026,0.960714086,0.017405841,,,,
ENSMUSG00000036197,Gxylt1,glucoside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2684933],-0.015107918,4.413105998,0.027605684,0.87010649,0.943035994,0.025471731,,,,
ENSMUSG00000025209,Twnk,twinkle mtDNA helicase [Source:MGI Symbol;Acc:MGI:2137410],-0.015104603,5.581136971,0.034894836,0.854148284,0.934222797,0.029549539,,,,
ENSMUSG00000057649,Brd9,bromodomain containing 9 [Source:MGI Symbol;Acc:MGI:2145317],-0.015073241,4.66903435,0.037620833,0.848630996,0.93177809,0.030687506,,,,
ENSMUSG00000022889,Mrpl39,mitochondrial ribosomal protein L39 [Source:MGI Symbol;Acc:MGI:1351620],-0.015035865,4.937694545,0.037121763,0.849625166,0.932353805,0.030419253,,,,
ENSMUSG00000107283,Mpv17,MpV17 mitochondrial inner membrane protein [Source:MGI Symbol;Acc:MGI:97138],-0.015031804,4.127521712,0.027616821,0.870080547,0.943035994,0.025471731,,,,
ENSMUSG00000033809,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:1098592]",-0.01502394,3.31578462,0.019187705,0.891546358,0.952546163,0.021113968,,,,
ENSMUSG00000035093,Secisbp2l,SECIS binding protein 2-like [Source:MGI Symbol;Acc:MGI:1917604],-0.015018945,5.349814149,0.041094363,0.841893866,0.928657471,0.032144443,,,,
ENSMUSG00000038545,Cul7,cullin 7 [Source:MGI Symbol;Acc:MGI:1913765],-0.0149581,5.457992653,0.023604239,0.879804168,0.948465031,0.022978677,,,,
ENSMUSG00000035351,Nup37,nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964],-0.014911846,3.49618956,0.019527781,0.890596045,0.952221371,0.021262076,,,,
ENSMUSG00000068917,Clk2,CDC-like kinase 2 [Source:MGI Symbol;Acc:MGI:1098669],-0.014878154,5.178111492,0.04809297,0.829169802,0.923436017,0.034593191,,,,
ENSMUSG00000051855,Mest,mesoderm specific transcript [Source:MGI Symbol;Acc:MGI:96968],-0.014853741,7.4254425,0.030641094,0.863224536,0.939255311,0.027216341,,,,
ENSMUSG00000048078,Tenm4,teneurin transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:2447063],-0.014843917,6.033818649,0.045539906,0.833691464,0.925580565,0.033585773,,,,
ENSMUSG00000026142,Rhbdd1,rhomboid domain containing 1 [Source:MGI Symbol;Acc:MGI:1924117],-0.014799536,4.373009176,0.027024766,0.871467307,0.943876344,0.025084898,,,,
ENSMUSG00000060803,Gstp1,"glutathione S-transferase, pi 1 [Source:MGI Symbol;Acc:MGI:95865]",-0.014760412,6.053053091,0.044275171,0.835980662,0.926066029,0.033358047,,,,
ENSMUSG00000005804,Bloc1s6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]",-0.014728517,3.818898911,0.025678888,0.874679039,0.945703836,0.024244849,,,,
ENSMUSG00000067924,Rtl8b,retrotransposon Gag like 8B [Source:MGI Symbol;Acc:MGI:3576504],-0.014659793,1.361314057,0.003910184,0.950908846,0.97911086,0.009168132,,,,
ENSMUSG00000027905,Ddx20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20 [Source:MGI Symbol;Acc:MGI:1858415],-0.01462777,4.062095239,0.02338486,0.8803594,0.948622755,0.022906462,,,,
ENSMUSG00000097295,Hmgb1-ps8,"high mobility group box 1, pseudogene 8 [Source:MGI Symbol;Acc:MGI:96114]",-0.01459288,0.757291401,0.003114365,0.956182203,0.980242974,0.008666262,,,,
ENSMUSG00000025026,Add3,adducin 3 (gamma) [Source:MGI Symbol;Acc:MGI:1351615],-0.014582777,5.945362898,0.058732652,0.811568506,0.915093107,0.038534716,,,,
ENSMUSG00000028541,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1858493]",-0.014518961,1.737869584,0.004585835,0.946842814,0.977866873,0.009720266,,,,
ENSMUSG00000003099,Ppp5c,"protein phosphatase 5, catalytic subunit [Source:MGI Symbol;Acc:MGI:102666]",-0.014452864,5.324902781,0.037289034,0.849291184,0.932287145,0.030450304,,,,
ENSMUSG00000068922,Msto1,"misato 1, mitochondrial distribution and morphology regulator [Source:MGI Symbol;Acc:MGI:2385175]",-0.014384927,3.367671611,0.012607221,0.911987016,0.962182962,0.016742338,,,,
ENSMUSG00000025485,Ric8a,RIC8 guanine nucleotide exchange factor A [Source:MGI Symbol;Acc:MGI:2141866],-0.014375089,4.934247966,0.032475595,0.859235097,0.936544355,0.02847165,,,,
ENSMUSG00000043939,A530064D06Rik,RIKEN cDNA A530064D06 gene [Source:MGI Symbol;Acc:MGI:2443476],-0.014338018,1.599679065,0.004801433,0.945609674,0.977507364,0.009879962,,,,
ENSMUSG00000027188,Pamr1,peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082],-0.014247662,3.78957274,0.014687124,0.905038855,0.959599929,0.017909793,,,,
ENSMUSG00000021273,Fdft1,farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706],-0.014158855,7.392629213,0.026204815,0.87341393,0.944934865,0.024598127,,,,
ENSMUSG00000025265,Fgd1,"FYVE, RhoGEF and PH domain containing 1 [Source:MGI Symbol;Acc:MGI:104566]",-0.01400846,3.195809354,0.015485586,0.902505489,0.95798048,0.01864334,,,,
ENSMUSG00000024277,Mapre2,"microtubule-associated protein, RP/EB family, member 2 [Source:MGI Symbol;Acc:MGI:106271]",-0.013964686,5.226553328,0.035923635,0.852040619,0.933689032,0.029797743,,,,
ENSMUSG00000074582,Arfgef2,ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) [Source:MGI Symbol;Acc:MGI:2139354],-0.01394954,6.019175672,0.044650911,0.83529703,0.926066029,0.033358047,,,,
ENSMUSG00000028277,Ube2j1,ubiquitin-conjugating enzyme E2J 1 [Source:MGI Symbol;Acc:MGI:1926245],-0.013897341,5.36914671,0.030898612,0.862657212,0.938879237,0.027390265,,,,
ENSMUSG00000039840,Epg5,ectopic P-granules autophagy protein 5 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1918673],-0.013822985,5.284702558,0.039863106,0.844246744,0.929131077,0.031923014,,,,
ENSMUSG00000026974,Zmynd19,"zinc finger, MYND domain containing 19 [Source:MGI Symbol;Acc:MGI:1914437]",-0.01375299,4.570920086,0.023913932,0.879024843,0.94813634,0.023129208,,,,
ENSMUSG00000038872,Zfhx3,zinc finger homeobox 3 [Source:MGI Symbol;Acc:MGI:99948],-0.013739928,3.271520839,0.012084033,0.913824629,0.963302583,0.016237275,,,,
ENSMUSG00000027860,Vangl1,VANGL planar cell polarity 1 [Source:MGI Symbol;Acc:MGI:2159344],-0.013664458,4.779032126,0.024376278,0.877870944,0.947684502,0.023336221,,,,
ENSMUSG00000028433,Ubap2,ubiquitin-associated protein 2 [Source:MGI Symbol;Acc:MGI:1916176],-0.013635067,5.937119996,0.040329968,0.84335019,0.929128463,0.031924236,,,,
ENSMUSG00000046826,Fam187b,"family with sequence similarity 187, member B [Source:MGI Symbol;Acc:MGI:1923665]",-0.0136192,1.935510001,0.005646513,0.941025881,0.975180047,0.010915193,,,,
ENSMUSG00000028869,Gnl2,guanine nucleotide binding protein-like 2 (nucleolar) [Source:MGI Symbol;Acc:MGI:2385207],-0.013585911,5.482431054,0.043336599,0.837701715,0.926729626,0.033046953,,,,
ENSMUSG00000030655,Smg1,"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) [Source:MGI Symbol;Acc:MGI:1919742]",-0.013584436,7.649608645,0.022120712,0.883612179,0.949228019,0.022629451,,,,
ENSMUSG00000028889,Yrdc,yrdC domain containing (E.coli) [Source:MGI Symbol;Acc:MGI:2387201],-0.013563154,3.414112807,0.015245587,0.903259836,0.958218226,0.018535573,,,,
ENSMUSG00000074733,Zfp950,zinc finger protein 950 [Source:MGI Symbol;Acc:MGI:2652824],-0.013499871,5.579545057,0.008499337,0.927682268,0.9683371,0.013973429,,,,
ENSMUSG00000018160,Med1,mediator complex subunit 1 [Source:MGI Symbol;Acc:MGI:1100846],-0.013404269,5.827256885,0.032266533,0.859683754,0.936580237,0.028455011,,,,
ENSMUSG00000041429,Nthl1,nth (endonuclease III)-like 1 (E.coli) [Source:MGI Symbol;Acc:MGI:1313275],-0.013296784,1.9424252,0.006558867,0.936449984,0.972450795,0.012132364,,,,
ENSMUSG00000024824,Rad9a,RAD9 checkpoint clamp component A [Source:MGI Symbol;Acc:MGI:1328356],-0.013242877,3.758575009,0.0179835,0.894982419,0.954381324,0.020278068,,,,
ENSMUSG00000017288,Vps53,VPS53 GARP complex subunit [Source:MGI Symbol;Acc:MGI:1915549],-0.013186788,4.442417983,0.022703525,0.882101033,0.948767822,0.022840053,,,,
ENSMUSG00000034218,Atm,ataxia telangiectasia mutated [Source:MGI Symbol;Acc:MGI:107202],-0.013168243,4.380284877,0.010690551,0.918925523,0.965175892,0.015393535,,,,
ENSMUSG00000039634,Zfp189,zinc finger protein 189 [Source:MGI Symbol;Acc:MGI:2444707],-0.013157649,2.929152557,0.010623288,0.919180019,0.96528915,0.015342575,,,,
ENSMUSG00000021287,Xrcc3,X-ray repair complementing defective repair in Chinese hamster cells 3 [Source:MGI Symbol;Acc:MGI:1921585],-0.013157634,3.046689621,0.010034176,0.921444731,0.965899113,0.015068233,,,,
ENSMUSG00000021737,Psmd6,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6 [Source:MGI Symbol;Acc:MGI:1913663]",-0.013141675,5.502788466,0.032249039,0.859721366,0.936580237,0.028455011,,,,
ENSMUSG00000038025,Phf2,PHD finger protein 2 [Source:MGI Symbol;Acc:MGI:1338034],-0.013136982,5.317862526,0.033013179,0.858088232,0.936213217,0.028625232,,,,
ENSMUSG00000035521,Gnptg,"N-acetylglucosamine-1-phosphotransferase, gamma subunit [Source:MGI Symbol;Acc:MGI:2147006]",-0.013134306,3.732585445,0.018966801,0.892168263,0.952837659,0.020981086,,,,
ENSMUSG00000037958,Nsrp1,nuclear speckle regulatory protein 1 [Source:MGI Symbol;Acc:MGI:2144305],-0.0131202,4.018392279,0.019979063,0.889347924,0.951836611,0.021437595,,,,
ENSMUSG00000042680,Garem1,GRB2 associated regulator of MAPK1 subtype 1 [Source:MGI Symbol;Acc:MGI:2685790],-0.013092664,4.800508809,0.024239579,0.878210932,0.947715396,0.023322064,,,,
ENSMUSG00000042406,Atf4,activating transcription factor 4 [Source:MGI Symbol;Acc:MGI:88096],-0.01303707,7.356459456,0.036831271,0.850207041,0.932917326,0.030156841,,,,
ENSMUSG00000022361,Zhx1,zinc fingers and homeoboxes 1 [Source:MGI Symbol;Acc:MGI:109271],-0.013008901,5.033177307,0.015782461,0.901580546,0.95798048,0.01864334,,,,
ENSMUSG00000027803,Wwtr1,WW domain containing transcription regulator 1 [Source:MGI Symbol;Acc:MGI:1917649],-0.012917306,3.687460838,0.012397891,0.912717528,0.962432885,0.016629546,,,,
ENSMUSG00000022412,Mief1,mitochondrial elongation factor 1 [Source:MGI Symbol;Acc:MGI:2146020],-0.012915998,4.665188478,0.017142569,0.897451976,0.955266305,0.019875541,,,,
ENSMUSG00000031264,Btk,Bruton agammaglobulinemia tyrosine kinase [Source:MGI Symbol;Acc:MGI:88216],-0.012893784,4.644337496,0.024436381,0.877721768,0.947684502,0.023336221,,,,
ENSMUSG00000040269,Mrps28,mitochondrial ribosomal protein S28 [Source:MGI Symbol;Acc:MGI:1913480],-0.012737982,4.157880478,0.015728698,0.901747389,0.95798048,0.01864334,,,,
ENSMUSG00000032402,Smad3,SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674],-0.012676394,4.42123582,0.017232526,0.897184898,0.955266305,0.019875541,,,,
ENSMUSG00000048960,Prex2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]",-0.012662321,3.577575737,0.013923613,0.907527609,0.960522436,0.017492487,,,,
ENSMUSG00000021244,Ylpm1,YLP motif containing 1 [Source:MGI Symbol;Acc:MGI:1926195],-0.012583348,5.613318879,0.036546472,0.850779831,0.933020742,0.030108702,,,,
ENSMUSG00000024571,Gm16286,predicted gene 16286 [Source:MGI Symbol;Acc:MGI:3833940],-0.012549872,5.945529324,0.04245338,0.83933916,0.927479625,0.032695622,,,,
ENSMUSG00000030798,Cd37,CD37 antigen [Source:MGI Symbol;Acc:MGI:88330],-0.012515357,4.722902129,0.021946553,0.884067692,0.949228019,0.022629451,,,,
ENSMUSG00000039512,Uhrf1bp1,UHRF1 (ICBP90) binding protein 1 [Source:MGI Symbol;Acc:MGI:3041238],-0.012514542,5.674840004,0.024360143,0.877911022,0.947684502,0.023336221,,,,
ENSMUSG00000022707,Gbe1,"glucan (1,4-alpha-), branching enzyme 1 [Source:MGI Symbol;Acc:MGI:1921435]",-0.012417324,6.634417778,0.019435526,0.890853004,0.952221371,0.021262076,,,,
ENSMUSG00000027646,Src,Rous sarcoma oncogene [Source:MGI Symbol;Acc:MGI:98397],-0.012270687,3.686381533,0.01244215,0.912562559,0.9624074,0.016641046,,,,
ENSMUSG00000046062,Ppp1r15b,"protein phosphatase 1, regulatory subunit 15B [Source:MGI Symbol;Acc:MGI:2444211]",-0.012235673,7.415328154,0.040591377,0.842850547,0.92904385,0.031963787,,,,
ENSMUSG00000001289,Pfdn5,prefoldin 5 [Source:MGI Symbol;Acc:MGI:1928753],-0.01220233,5.425709885,0.02996636,0.864722787,0.939929564,0.02690469,,,,
ENSMUSG00000063801,Ap3s2,"adaptor-related protein complex 3, sigma 2 subunit [Source:MGI Symbol;Acc:MGI:1337060]",-0.012136935,5.112813144,0.030459566,0.863625934,0.939334296,0.027179821,,,,
ENSMUSG00000034271,Jdp2,Jun dimerization protein 2 [Source:MGI Symbol;Acc:MGI:1932093],-0.01212299,2.995045653,0.009780811,0.922439365,0.966486447,0.014804232,,,,
ENSMUSG00000034813,Grip1,glutamate receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921303],-0.012095923,3.379200923,0.014043026,0.907133879,0.960478137,0.017512517,,,,
ENSMUSG00000070808,Bicra,BRD4 interacting chromatin remodeling complex associated protein [Source:MGI Symbol;Acc:MGI:2154263],-0.012050007,4.141404268,0.022646389,0.882248292,0.948776667,0.022836004,,,,
ENSMUSG00000011114,Tbrg1,transforming growth factor beta regulated gene 1 [Source:MGI Symbol;Acc:MGI:1100877],-0.012034814,5.843095519,0.029575611,0.865598415,0.940355581,0.026707894,,,,
ENSMUSG00000024785,Rcl1,RNA terminal phosphate cyclase-like 1 [Source:MGI Symbol;Acc:MGI:1913275],-0.01202587,5.997954785,0.012485993,0.912409318,0.96236972,0.01665805,,,,
ENSMUSG00000074088,Snrnp40,small nuclear ribonucleoprotein 40 (U5) [Source:MGI Symbol;Acc:MGI:1913835],-0.011970629,4.90567706,0.025140669,0.875987569,0.946593693,0.023836394,,,,
ENSMUSG00000033313,Fbxl8,F-box and leucine-rich repeat protein 8 [Source:MGI Symbol;Acc:MGI:1354697],-0.011961538,0.340554039,0.001835036,0.966357642,0.985265839,0.006446575,,,,
ENSMUSG00000100680,1810044D09Rik,RIKEN cDNA 1810044D09 gene [Source:MGI Symbol;Acc:MGI:1917048],-0.011846249,0.269241077,0.002193364,0.963221674,0.983833668,0.007078319,,,,
ENSMUSG00000040952,Rps19,ribosomal protein S19 [Source:MGI Symbol;Acc:MGI:1333780],-0.011837102,7.774273043,0.027397862,0.870591612,0.943302185,0.02534916,,,,
ENSMUSG00000006095,Tbcb,tubulin folding cofactor B [Source:MGI Symbol;Acc:MGI:1913661],-0.011836315,3.575668368,0.009601983,0.923149249,0.966710731,0.014703461,,,,
ENSMUSG00000040236,Trappc5,trafficking protein particle complex 5 [Source:MGI Symbol;Acc:MGI:1913932],-0.01179837,4.294256987,0.018697543,0.892931319,0.953411099,0.020719796,,,,
ENSMUSG00000071856,Mcc,mutated in colorectal cancers [Source:MGI Symbol;Acc:MGI:96930],-0.011694026,5.479661155,0.017523763,0.896325056,0.954960528,0.020014579,,,,
ENSMUSG00000022912,Pros1,protein S (alpha) [Source:MGI Symbol;Acc:MGI:1095733],-0.011688948,4.690215935,0.013288802,0.909650094,0.961575749,0.017016498,,,,
ENSMUSG00000024570,Rbfa,ribosome binding factor A [Source:MGI Symbol;Acc:MGI:1915981],-0.011648271,4.674019951,0.019679241,0.890175522,0.952221371,0.021262076,,,,
