Ensembl ID,Gene.name,Gene.description,logFC,logCPM,F,PValue,FDR,-LOG10(FDR)
ENSMUSG00000044408,Sptssa,"serine palmitoyltransferase, small subunit A [Source:MGI Symbol;Acc:MGI:1913399]",-0.012659399,4.701579349,0.009391222,0.924134648,0.956949422,0.019111015
ENSMUSG00000032359,Ctsh,cathepsin H [Source:MGI Symbol;Acc:MGI:107285],-0.012485571,8.316267051,0.01113201,0.917427634,0.953947119,0.020475699
ENSMUSG00000042133,Ppig,peptidyl-prolyl isomerase G (cyclophilin G) [Source:MGI Symbol;Acc:MGI:2445173],-0.01246915,5.015588979,0.021352088,0.885849094,0.93762145,0.027972466
ENSMUSG00000015342,Xk,X-linked Kx blood group [Source:MGI Symbol;Acc:MGI:103569],-0.012449446,1.865553813,0.003133534,0.956128404,0.97578507,0.010645831
ENSMUSG00000051154,Commd3,COMM domain containing 3 [Source:MGI Symbol;Acc:MGI:88218],-0.01244116,5.777283509,0.019768183,0.890133648,0.940000445,0.026871941
ENSMUSG00000030881,Arfip2,ADP-ribosylation factor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1924182],-0.012408429,4.229726681,0.016338913,0.900055827,0.945055748,0.024542572
ENSMUSG00000044600,Smim7,small integral membrane protein 7 [Source:MGI Symbol;Acc:MGI:1914068],-0.01231529,5.77760156,0.012528549,0.91242292,0.951684891,0.021506825
ENSMUSG00000031684,Slc10a7,"solute carrier family 10 (sodium/bile acid cotransporter family), member 7 [Source:MGI Symbol;Acc:MGI:1924025]",-0.012267638,2.95912524,0.007975187,0.930070195,0.960909778,0.017317387
ENSMUSG00000000131,Xpo6,exportin 6 [Source:MGI Symbol;Acc:MGI:2429950],-0.012070554,5.647880099,0.019282531,0.891482243,0.940745534,0.026527835
ENSMUSG00000042215,Bag2,BCL2-associated athanogene 2 [Source:MGI Symbol;Acc:MGI:1891254],-0.012062848,1.344242977,0.001434412,0.970308326,0.982805547,0.007532401
ENSMUSG00000026791,Slc2a8,"solute carrier family 2, (facilitated glucose transporter), member 8 [Source:MGI Symbol;Acc:MGI:1860103]",-0.012026913,3.675613125,0.008273764,0.928776985,0.960059833,0.0177017
ENSMUSG00000040097,Flywch1,FLYWCH-type zinc finger 1 [Source:MGI Symbol;Acc:MGI:2442638],-0.011889615,4.638039738,0.011078847,0.917624261,0.953962936,0.020468498
ENSMUSG00000043015,Nemp2,nuclear envelope integral membrane protein 2 [Source:MGI Symbol;Acc:MGI:2444113],-0.011856209,0.396136871,0.001392525,0.97074484,0.982805547,0.007532401
ENSMUSG00000032204,Aqp9,aquaporin 9 [Source:MGI Symbol;Acc:MGI:1891066],-0.011855314,8.944798073,0.012841086,0.911342228,0.951032174,0.02180479
ENSMUSG00000044986,Tst,"thiosulfate sulfurtransferase, mitochondrial [Source:MGI Symbol;Acc:MGI:98852]",-0.011811239,7.792406557,0.013618764,0.908709682,0.950630185,0.0219884
ENSMUSG00000028914,Casp9,caspase 9 [Source:MGI Symbol;Acc:MGI:1277950],-0.011801804,4.494092961,0.009247673,0.924714776,0.957369847,0.018920255
ENSMUSG00000025410,Dctn2,dynactin 2 [Source:MGI Symbol;Acc:MGI:107733],-0.011715342,6.990457443,0.017567229,0.896389745,0.942851277,0.025556806
ENSMUSG00000036315,Znrd1,zinc ribbon domain containing 1 [Source:MGI Symbol;Acc:MGI:1913386],-0.011699819,3.039451886,0.011802224,0.914988421,0.952842099,0.020979063
ENSMUSG00000010609,Psen2,presenilin 2 [Source:MGI Symbol;Acc:MGI:109284],-0.011645624,7.14805567,0.006260124,0.938025087,0.965055948,0.015447508
ENSMUSG00000031149,Praf2,PRA1 domain family 2 [Source:MGI Symbol;Acc:MGI:1859607],-0.011627358,0.381814212,0.00127189,0.972040134,0.98318698,0.007363881
ENSMUSG00000052419,2610001J05Rik,RIKEN cDNA 2610001J05 gene [Source:MGI Symbol;Acc:MGI:1913770],-0.01162699,3.750924309,0.00700148,0.934466696,0.9630085,0.01636988
ENSMUSG00000037926,Ssh2,slingshot protein phosphatase 2 [Source:MGI Symbol;Acc:MGI:2679255],-0.011575457,5.120211347,0.007036597,0.934302966,0.9630085,0.01636988
ENSMUSG00000032470,Mras,muscle and microspikes RAS [Source:MGI Symbol;Acc:MGI:1100856],-0.01156919,1.967049711,0.001202728,0.972810614,0.983635962,0.007165602
ENSMUSG00000044881,Coa4,cytochrome c oxidase assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915435],-0.011535521,2.292784857,0.004390364,0.948081841,0.970514274,0.012998073
ENSMUSG00000047215,Rpl9,ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:1298373],-0.011497422,7.300380926,0.010962742,0.918055351,0.953987028,0.020457531
ENSMUSG00000023046,Igfbp6,insulin-like growth factor binding protein 6 [Source:MGI Symbol;Acc:MGI:96441],-0.011293254,0.364598644,0.000675383,0.979623403,0.987708982,0.005370997
ENSMUSG00000024604,Rbm22,RNA binding motif protein 22 [Source:MGI Symbol;Acc:MGI:1914060],-0.011182569,4.402236376,0.017020043,0.898006226,0.943914086,0.025067533
ENSMUSG00000041702,Btbd7,BTB (POZ) domain containing 7 [Source:MGI Symbol;Acc:MGI:1917858],-0.011093391,4.693218242,0.010190516,0.920983322,0.955571005,0.019737037
ENSMUSG00000041977,Arhgef11,Rho guanine nucleotide exchange factor (GEF) 11 [Source:MGI Symbol;Acc:MGI:2441869],-0.011087212,5.684044997,0.017713446,0.895962152,0.942640244,0.025654023
ENSMUSG00000028759,Hp1bp3,"heterochromatin protein 1, binding protein 3 [Source:MGI Symbol;Acc:MGI:109369]",-0.010969684,6.951474928,0.019068832,0.892081148,0.940811309,0.026497471
ENSMUSG00000030934,Oat,ornithine aminotransferase [Source:MGI Symbol;Acc:MGI:97394],-0.01095501,11.03098356,0.003987237,0.950519252,0.972160743,0.01226192
ENSMUSG00000037287,Tbcel,tubulin folding cofactor E-like [Source:MGI Symbol;Acc:MGI:1925543],-0.010942559,6.022201682,0.005430143,0.942270969,0.966630683,0.014739424
ENSMUSG00000018761,Mpdu1,mannose-P-dolichol utilization defect 1 [Source:MGI Symbol;Acc:MGI:1346040],-0.010915637,5.852173627,0.012492084,0.912549897,0.951684891,0.021506825
ENSMUSG00000085208,Brip1os,"BRCA1 interacting protein C-terminal helicase 1, opposite strand [Source:MGI Symbol;Acc:MGI:1921288]",-0.010838094,3.996031874,0.00334183,0.9546954,0.974721786,0.011119327
ENSMUSG00000095315,Gm10130,predicted gene 10130 [Source:MGI Symbol;Acc:MGI:3642547],-0.010779087,0.318848524,0.002228795,0.962994069,0.979342646,0.009065333
ENSMUSG00000022999,Lmbr1l,limb region 1 like [Source:MGI Symbol;Acc:MGI:1289247],-0.010766436,4.263918771,0.00847141,0.927933845,0.959619284,0.017901033
ENSMUSG00000015889,Lta4h,leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836],-0.010727065,5.097840333,0.016365143,0.899976102,0.945055748,0.024542572
ENSMUSG00000034850,Tmem127,transmembrane protein 127 [Source:MGI Symbol;Acc:MGI:1916720],-0.010694069,5.896011724,0.010971272,0.9180236,0.953987028,0.020457531
ENSMUSG00000040407,Akap9,A kinase (PRKA) anchor protein (yotiao) 9 [Source:MGI Symbol;Acc:MGI:2178217],-0.01068818,6.020116172,0.011084811,0.917602179,0.953962936,0.020468498
ENSMUSG00000014301,Pam16,presequence translocase-asssociated motor 16 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913699],-0.01068761,3.276186563,0.00791019,0.930354936,0.96094775,0.017300226
ENSMUSG00000032594,Ip6k1,inositol hexaphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:1351633],-0.010613921,5.929133801,0.020933882,0.88696412,0.938482756,0.027573703
ENSMUSG00000022973,Synj1,synaptojanin 1 [Source:MGI Symbol;Acc:MGI:1354961],-0.010513912,4.047640827,0.006093429,0.93885398,0.965510118,0.015243171
ENSMUSG00000054452,Tle5,"TLE family member 5, transcriptional modulator [Source:MGI Symbol;Acc:MGI:95806]",-0.010462837,8.597681622,0.004469924,0.947614277,0.970329418,0.013080802
ENSMUSG00000031386,Hcfc1,host cell factor C1 [Source:MGI Symbol;Acc:MGI:105942],-0.01038534,6.01320262,0.010956517,0.918078527,0.953987028,0.020457531
ENSMUSG00000029570,Lfng,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1095413],-0.010246581,2.503090929,0.0027374,0.958992237,0.977266973,0.009986778
ENSMUSG00000037331,Larp1,"La ribonucleoprotein domain family, member 1 [Source:MGI Symbol;Acc:MGI:1890165]",-0.010054784,7.573253483,0.009318385,0.92442844,0.95715293,0.019018667
ENSMUSG00000020821,Kif1c,kinesin family member 1C [Source:MGI Symbol;Acc:MGI:1098260],-0.010053767,8.280039151,0.009781119,0.922581177,0.956273311,0.019417965
ENSMUSG00000014164,Klhl3,kelch-like 3 [Source:MGI Symbol;Acc:MGI:2445185],-0.010030332,4.13553131,0.002758514,0.958834546,0.977266973,0.009986778
ENSMUSG00000020137,Thap2,"THAP domain containing, apoptosis associated protein 2 [Source:MGI Symbol;Acc:MGI:1914066]",-0.00998232,3.601773109,0.00241183,0.961505791,0.978627851,0.009382429
ENSMUSG00000042197,Zfp451,zinc finger protein 451 [Source:MGI Symbol;Acc:MGI:2137896],-0.009918124,3.752273101,0.008591261,0.927427397,0.959301458,0.018044895
ENSMUSG00000022228,Zscan26,zinc finger and SCAN domain containing 26 [Source:MGI Symbol;Acc:MGI:3531417],-0.009908339,6.220554063,0.010291716,0.920593372,0.955325511,0.019848625
ENSMUSG00000062006,Rpl34,ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686],-0.00989536,6.579141351,0.007868902,0.930536423,0.96094775,0.017300226
ENSMUSG00000059119,Nap1l4,nucleosome assembly protein 1-like 4 [Source:MGI Symbol;Acc:MGI:1316687],-0.009848479,5.789849837,0.016856847,0.898493443,0.944266894,0.024905236
ENSMUSG00000024668,Sdhaf2,succinate dehydrogenase complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:1913322],-0.009834622,4.591370471,0.012624057,0.912091239,0.951574717,0.021557106
ENSMUSG00000025499,Hras,Harvey rat sarcoma virus oncogene [Source:MGI Symbol;Acc:MGI:96224],-0.009614593,5.016732597,0.007814689,0.930775455,0.961009461,0.017272337
ENSMUSG00000051184,Zfp524,zinc finger protein 524 [Source:MGI Symbol;Acc:MGI:1916740],-0.009556883,2.036177396,0.003876309,0.951211443,0.97243966,0.012137337
ENSMUSG00000033938,Ndufb7,NADH:ubiquinone oxidoreductase subunit B7 [Source:MGI Symbol;Acc:MGI:1914166],-0.009454956,6.223805873,0.00677983,0.935509807,0.963741397,0.016039486
ENSMUSG00000021823,Vcl,vinculin [Source:MGI Symbol;Acc:MGI:98927],-0.009428739,5.1632528,0.007216812,0.933469132,0.962833228,0.016448931
ENSMUSG00000059878,Zfp422,zinc finger protein 422 [Source:MGI Symbol;Acc:MGI:1914505],-0.009300495,3.853516837,0.00626442,0.938003873,0.965055948,0.015447508
ENSMUSG00000049807,Arhgap23,Rho GTPase activating protein 23 [Source:MGI Symbol;Acc:MGI:3697726],-0.009276558,4.561235759,0.008663118,0.927125461,0.959068762,0.018150254
ENSMUSG00000017778,Cox7c,cytochrome c oxidase subunit 7C [Source:MGI Symbol;Acc:MGI:103226],-0.009267822,6.217552497,0.008093137,0.929556455,0.960626477,0.017445448
ENSMUSG00000028030,Tbck,TBC1 domain containing kinase [Source:MGI Symbol;Acc:MGI:2445052],-0.009253043,3.644813901,0.007618311,0.931648381,0.961751353,0.016937194
ENSMUSG00000049624,Slc17a5,"solute carrier family 17 (anion/sugar transporter), member 5 [Source:MGI Symbol;Acc:MGI:1924105]",-0.009242751,4.864818983,0.005561827,0.94157655,0.966475661,0.014809078
ENSMUSG00000061455,Stx17,syntaxin 17 [Source:MGI Symbol;Acc:MGI:1914977],-0.009214817,5.19909235,0.009698261,0.922908653,0.95637407,0.019372207
ENSMUSG00000029098,Acox3,"acyl-Coenzyme A oxidase 3, pristanoyl [Source:MGI Symbol;Acc:MGI:1933156]",-0.009162556,5.05625412,0.009862929,0.922259214,0.956098661,0.01949729
ENSMUSG00000020910,Adprm,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:MGI Symbol;Acc:MGI:1913608]",-0.009108106,3.951404578,0.008451988,0.928016254,0.959619284,0.017901033
ENSMUSG00000021548,Ccnh,cyclin H [Source:MGI Symbol;Acc:MGI:1913921],-0.009106089,3.573100236,0.008847795,0.926355225,0.958510721,0.018403025
ENSMUSG00000035509,Fbxl21,F-box and leucine-rich repeat protein 21 [Source:MGI Symbol;Acc:MGI:2442921],-0.009104672,0.891019487,0.002008103,0.964872574,0.980261659,0.008657983
ENSMUSG00000026078,Pdcl3,phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083],-0.00909219,3.989615645,0.00956671,0.923431496,0.95667718,0.019234585
ENSMUSG00000037761,Actr5,ARP5 actin-related protein 5 [Source:MGI Symbol;Acc:MGI:1924748],-0.009028915,2.994812108,0.005721425,0.940745926,0.966379832,0.014852142
ENSMUSG00000011256,Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta) [Source:MGI Symbol;Acc:MGI:105377],-0.008955181,1.23948848,0.001659027,0.968069403,0.981779649,0.007985975
ENSMUSG00000024180,Tmem8,transmembrane protein 8 [Source:MGI Symbol;Acc:MGI:1926283],-0.008943408,4.812716129,0.00628831,0.937886038,0.965055948,0.015447508
ENSMUSG00000044345,Marveld1,MARVEL (membrane-associating) domain containing 1 [Source:MGI Symbol;Acc:MGI:2147570],-0.008842861,5.50191155,0.003037651,0.956804091,0.976234767,0.01044573
ENSMUSG00000025348,Itga7,integrin alpha 7 [Source:MGI Symbol;Acc:MGI:102700],-0.00881818,3.981652617,0.005108848,0.944001685,0.967767145,0.014229126
ENSMUSG00000031072,LTO1,ABCE maturation factor [Source:MGI Symbol;Acc:MGI:1919534],-0.008776196,4.051059039,0.008059632,0.929702005,0.960697212,0.01741347
ENSMUSG00000035764,Fbxo45,F-box protein 45 [Source:MGI Symbol;Acc:MGI:2447775],-0.008712592,3.367801652,0.005916182,0.939747955,0.966110522,0.014973188
ENSMUSG00000034152,Exoc3,exocyst complex component 3 [Source:MGI Symbol;Acc:MGI:2443972],-0.008661258,4.944950813,0.009713709,0.922847491,0.95637407,0.019372207
ENSMUSG00000049960,Mrps16,mitochondrial ribosomal protein S16 [Source:MGI Symbol;Acc:MGI:1913492],-0.008423163,4.502696701,0.004870312,0.945322289,0.96872405,0.013799918
ENSMUSG00000040687,Madd,MAP-kinase activating death domain [Source:MGI Symbol;Acc:MGI:2444672],-0.008322802,4.926925579,0.005819767,0.940239904,0.966332032,0.014873624
ENSMUSG00000020130,Tbc1d15,"TBC1 domain family, member 15 [Source:MGI Symbol;Acc:MGI:1913937]",-0.00827215,5.710358392,0.007091418,0.934048189,0.9630085,0.01636988
ENSMUSG00000039781,Cep131,centrosomal protein 131 [Source:MGI Symbol;Acc:MGI:107440],-0.008267875,2.483920012,0.002152615,0.963631506,0.979806504,0.008859682
ENSMUSG00000054720,Lrrc8c,"leucine rich repeat containing 8 family, member C [Source:MGI Symbol;Acc:MGI:2140839]",-0.008111221,2.896837695,0.001024709,0.97490254,0.984436819,0.006812151
ENSMUSG00000020496,Rnf187,ring finger protein 187 [Source:MGI Symbol;Acc:MGI:1914224],-0.007855055,6.082839384,0.008311634,0.928614656,0.960036255,0.017712366
ENSMUSG00000030727,Rabep2,"rabaptin, RAB GTPase binding effector protein 2 [Source:MGI Symbol;Acc:MGI:1917564]",-0.0078444,3.27902285,0.002576168,0.960217096,0.978035233,0.0096455
ENSMUSG00000019820,Utrn,utrophin [Source:MGI Symbol;Acc:MGI:104631],-0.007788463,5.283490106,0.001934594,0.965521061,0.980261659,0.008657983
ENSMUSG00000035172,Plekhh3,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3 [Source:MGI Symbol;Acc:MGI:2384950]",-0.007773923,3.469355583,0.002024588,0.96472879,0.980261659,0.008657983
ENSMUSG00000059659,Gm10069,predicted gene 10069 [Source:MGI Symbol;Acc:MGI:3641875],-0.007756842,2.825468229,0.000237591,0.987913369,0.99293382,0.003079696
ENSMUSG00000028756,Pink1,PTEN induced putative kinase 1 [Source:MGI Symbol;Acc:MGI:1916193],-0.007752812,7.528448802,0.006674553,0.936011269,0.963939203,0.015950357
ENSMUSG00000046318,Ccbe1,collagen and calcium binding EGF domains 1 [Source:MGI Symbol;Acc:MGI:2445053],-0.007745434,2.784237461,0.003045507,0.956748329,0.976234767,0.01044573
ENSMUSG00000070343,Gm10288,predicted gene 10288 [Source:MGI Symbol;Acc:MGI:3704227],-0.00764193,1.638448088,0.001269989,0.972061027,0.98318698,0.007363881
ENSMUSG00000054280,Prr14l,proline rich 14-like [Source:MGI Symbol;Acc:MGI:2443658],-0.00748348,4.516738433,0.00509494,0.944077821,0.967767145,0.014229126
ENSMUSG00000039599,Fam149b,"family with sequence similarity 149, member B [Source:MGI Symbol;Acc:MGI:2145567]",-0.007431026,4.536261022,0.002468082,0.961059854,0.97849369,0.00944197
ENSMUSG00000016942,Tmprss6,transmembrane serine protease 6 [Source:MGI Symbol;Acc:MGI:1919003],-0.007428213,8.81423894,0.002432995,0.961337395,0.97853639,0.009423019
ENSMUSG00000024213,Nudt3,nudix (nucleotide diphosphate linked moiety X)-type motif 3 [Source:MGI Symbol;Acc:MGI:1928484],-0.007274798,3.766878875,0.003704237,0.952305148,0.973173995,0.011809505
ENSMUSG00000025316,Banp,BTG3 associated nuclear protein [Source:MGI Symbol;Acc:MGI:1889023],-0.007252002,3.635381022,0.00135239,0.971169308,0.982805547,0.007532401
ENSMUSG00000022751,Nit2,"nitrilase family, member 2 [Source:MGI Symbol;Acc:MGI:1261838]",-0.007157962,6.39425147,0.00108832,0.974135573,0.984025238,0.006993763
ENSMUSG00000017548,Suz12,SUZ12 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:1261758],-0.007122439,4.462004573,0.004103997,0.94980104,0.971874925,0.012389623
ENSMUSG00000003812,Dnase2a,deoxyribonuclease II alpha [Source:MGI Symbol;Acc:MGI:1329019],-0.007074462,4.544302762,0.003926973,0.950894079,0.972203205,0.012242951
ENSMUSG00000038880,Mrps34,mitochondrial ribosomal protein S34 [Source:MGI Symbol;Acc:MGI:1930188],-0.007051794,4.972787442,0.004022936,0.950298552,0.972072522,0.012301333
ENSMUSG00000026603,Smyd2,SET and MYND domain containing 2 [Source:MGI Symbol;Acc:MGI:1915889],-0.00701724,4.310049454,0.004074349,0.949982431,0.971900903,0.012378015
ENSMUSG00000063889,Crem,cAMP responsive element modulator [Source:MGI Symbol;Acc:MGI:88495],-0.007007207,3.934400526,0.002920719,0.957642767,0.976770536,0.010207449
ENSMUSG00000024350,Dnajc18,DnaJ heat shock protein family (Hsp40) member C18 [Source:MGI Symbol;Acc:MGI:1923844],-0.00698731,3.027947079,0.002011008,0.964847192,0.980261659,0.008657983
ENSMUSG00000007656,Arpp19,cAMP-regulated phosphoprotein 19 [Source:MGI Symbol;Acc:MGI:1891691],-0.006932334,5.362566283,0.005683506,0.94094221,0.966379832,0.014852142
ENSMUSG00000027998,Plrg1,pleiotropic regulator 1 [Source:MGI Symbol;Acc:MGI:1858197],-0.006921699,4.702507197,0.007197216,0.93355929,0.962846515,0.016442937
ENSMUSG00000028646,Rragc,Ras-related GTP binding C [Source:MGI Symbol;Acc:MGI:1858751],-0.006875608,5.4679369,0.006723473,0.935777757,0.963922963,0.015957673
ENSMUSG00000063902,Gm7964,predicted gene 7964 [Source:MGI Symbol;Acc:MGI:3646150],-0.006681478,3.114622778,0.003426516,0.954125641,0.974459466,0.011236221
ENSMUSG00000019809,Pex3,peroxisomal biogenesis factor 3 [Source:MGI Symbol;Acc:MGI:1929646],-0.006671132,4.942994333,0.003295261,0.955011795,0.974885053,0.011046588
ENSMUSG00000021096,Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform [Source:MGI Symbol;Acc:MGI:99878]",-0.006662257,7.206857357,0.004638241,0.946638683,0.969674284,0.013374122
ENSMUSG00000014550,Rbsn,"rabenosyn, RAB effector [Source:MGI Symbol;Acc:MGI:1925537]",-0.006661888,4.185155855,0.004184122,0.949314103,0.971616044,0.012505322
ENSMUSG00000021375,Kif13a,kinesin family member 13A [Source:MGI Symbol;Acc:MGI:1098264],-0.006622485,4.793102428,0.00658083,0.936461059,0.964248762,0.01581091
ENSMUSG00000034908,Sidt2,"SID1 transmembrane family, member 2 [Source:MGI Symbol;Acc:MGI:2446134]",-0.006572727,7.655030967,0.005675684,0.94098278,0.966379832,0.014852142
ENSMUSG00000022661,Cd200,CD200 antigen [Source:MGI Symbol;Acc:MGI:1196990],-0.006475068,0.45660329,0.000702178,0.979223232,0.987465318,0.005478149
ENSMUSG00000027087,Itgav,integrin alpha V [Source:MGI Symbol;Acc:MGI:96608],-0.006471491,4.411258894,0.002442509,0.961261941,0.97853639,0.009423019
ENSMUSG00000036450,Hif1an,"hypoxia-inducible factor 1, alpha subunit inhibitor [Source:MGI Symbol;Acc:MGI:2442345]",-0.006408238,5.20859469,0.003701886,0.952320266,0.973173995,0.011809505
ENSMUSG00000020775,Mrpl38,mitochondrial ribosomal protein L38 [Source:MGI Symbol;Acc:MGI:1926269],-0.006290742,5.676820784,0.00118818,0.972975485,0.983635962,0.007165602
ENSMUSG00000025156,Gps1,G protein pathway suppressor 1 [Source:MGI Symbol;Acc:MGI:2384801],-0.006253638,5.127399581,0.002687145,0.959370045,0.977332251,0.00995777
ENSMUSG00000024878,Cbwd1,COBW domain containing 1 [Source:MGI Symbol;Acc:MGI:2385089],-0.006241889,2.381918737,0.002355209,0.961959936,0.978818249,0.009297942
ENSMUSG00000022678,Nde1,nudE neurodevelopment protein 1 [Source:MGI Symbol;Acc:MGI:1914453],-0.006219636,4.233536722,0.00363393,0.952759353,0.973353599,0.011729361
ENSMUSG00000024772,Ehd1,EH-domain containing 1 [Source:MGI Symbol;Acc:MGI:1341878],-0.006203904,5.178437277,0.003942108,0.950799677,0.972203205,0.012242951
ENSMUSG00000025578,Cbx8,chromobox 8 [Source:MGI Symbol;Acc:MGI:1353589],-0.006133708,2.764619948,0.00139753,0.970692335,0.982805547,0.007532401
ENSMUSG00000059022,Kcp,kielin/chordin-like protein [Source:MGI Symbol;Acc:MGI:2141640],-0.006116236,1.774963179,0.000612222,0.98059937,0.988491924,0.005026875
ENSMUSG00000035284,Vps13c,vacuolar protein sorting 13C [Source:MGI Symbol;Acc:MGI:2444207],-0.006097826,5.72750501,0.00134113,0.971289527,0.982805547,0.007532401
ENSMUSG00000027263,Tubgcp4,"tubulin, gamma complex associated protein 4 [Source:MGI Symbol;Acc:MGI:1196293]",-0.006018842,4.43912143,0.002529735,0.960576924,0.978161856,0.009589277
ENSMUSG00000043789,Vwce,von Willebrand factor C and EGF domains [Source:MGI Symbol;Acc:MGI:1919018],-0.006015573,5.500180774,0.001531345,0.969322021,0.982528058,0.007655039
ENSMUSG00000001211,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1336186],-0.005976551,8.638243227,0.003076057,0.956532179,0.976117194,0.010498037
ENSMUSG00000000127,Fer,fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917],-0.005928135,2.966908677,0.001515297,0.969483101,0.982528058,0.007655039
ENSMUSG00000026663,Atf6,activating transcription factor 6 [Source:MGI Symbol;Acc:MGI:1926157],-0.00589028,6.526717181,0.001688927,0.967783118,0.981649108,0.008043724
ENSMUSG00000026341,Actr3,ARP3 actin-related protein 3 [Source:MGI Symbol;Acc:MGI:1921367],-0.005860776,5.677579863,0.007132911,0.933856012,0.962993123,0.016376814
ENSMUSG00000029550,Sppl3,signal peptide peptidase 3 [Source:MGI Symbol;Acc:MGI:1891433],-0.005823881,4.142422916,0.004511416,0.947372091,0.970266008,0.013109183
ENSMUSG00000026585,Kifap3,kinesin-associated protein 3 [Source:MGI Symbol;Acc:MGI:107566],-0.005804959,2.766141197,0.001455799,0.970087907,0.982805547,0.007532401
ENSMUSG00000033055,Ankrd54,ankyrin repeat domain 54 [Source:MGI Symbol;Acc:MGI:2444209],-0.005759002,3.054945048,0.001394256,0.970726671,0.982805547,0.007532401
ENSMUSG00000040040,Ift88,intraflagellar transport 88 [Source:MGI Symbol;Acc:MGI:98715],-0.005721935,2.697832229,0.001615493,0.968490881,0.982047232,0.007867624
ENSMUSG00000022801,Lrch3,leucine-rich repeats and calponin homology (CH) domain containing 3 [Source:MGI Symbol;Acc:MGI:1917394],-0.005709274,3.878070269,0.002697462,0.9592922,0.977332251,0.00995777
ENSMUSG00000040128,Pnrc1,proline-rich nuclear receptor coactivator 1 [Source:MGI Symbol;Acc:MGI:1917838],-0.005698787,5.200723633,0.001377242,0.970905739,0.982805547,0.007532401
ENSMUSG00000037514,Pank2,pantothenate kinase 2 [Source:MGI Symbol;Acc:MGI:1921700],-0.005688332,4.652113367,0.00555655,0.941604222,0.966475661,0.014809078
ENSMUSG00000030400,Ercc2,"excision repair cross-complementing rodent repair deficiency, complementation group 2 [Source:MGI Symbol;Acc:MGI:95413]",-0.005501955,3.894911396,0.00345487,0.953936462,0.97434612,0.01128674
ENSMUSG00000035495,Tstd2,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 [Source:MGI Symbol;Acc:MGI:3039624],-0.00536721,4.375652235,0.004913355,0.945081628,0.96863676,0.013839054
ENSMUSG00000030036,Mogs,mannosyl-oligosaccharide glucosidase [Source:MGI Symbol;Acc:MGI:1929872],-0.005185181,5.490479585,0.001448322,0.970164784,0.982805547,0.007532401
ENSMUSG00000001158,Snrnp27,small nuclear ribonucleoprotein 27 (U4/U6.U5) [Source:MGI Symbol;Acc:MGI:1913868],-0.005082747,3.694888162,0.002339656,0.962085642,0.978818249,0.009297942
ENSMUSG00000031154,Otud5,OTU domain containing 5 [Source:MGI Symbol;Acc:MGI:1859615],-0.005066175,5.371319209,0.004466599,0.947633733,0.970329418,0.013080802
ENSMUSG00000019880,Rspo3,R-spondin 3 [Source:MGI Symbol;Acc:MGI:1920030],-0.005055521,2.605474549,0.001414852,0.970511355,0.982805547,0.007532401
ENSMUSG00000030744,Rps3,ribosomal protein S3 [Source:MGI Symbol;Acc:MGI:1350917],-0.005051877,8.270504656,0.002119013,0.963916261,0.979806504,0.008859682
ENSMUSG00000050530,Fam171a1,"family with sequence similarity 171, member A1 [Source:MGI Symbol;Acc:MGI:2442917]",-0.005039907,2.607415009,0.001281706,0.971932499,0.98318698,0.007363881
ENSMUSG00000044496,2510039O18Rik,RIKEN cDNA 2510039O18 gene [Source:MGI Symbol;Acc:MGI:1924284],-0.005036578,4.828504142,0.001456046,0.970085373,0.982805547,0.007532401
ENSMUSG00000052539,Magi3,"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:MGI Symbol;Acc:MGI:1923484]",-0.005003554,5.212866604,0.001742863,0.96727305,0.9812915,0.008201963
ENSMUSG00000059495,Arhgef12,Rho guanine nucleotide exchange factor (GEF) 12 [Source:MGI Symbol;Acc:MGI:1916882],-0.004994194,7.659698101,0.00112651,0.973685862,0.983938675,0.007031969
ENSMUSG00000038406,Scaf1,SR-related CTD-associated factor 1 [Source:MGI Symbol;Acc:MGI:2141980],-0.004901763,5.750421201,0.003400132,0.954302387,0.974480228,0.011226968
ENSMUSG00000020189,Osbpl8,oxysterol binding protein-like 8 [Source:MGI Symbol;Acc:MGI:2443807],-0.00488328,4.665466348,0.00061798,0.980508368,0.988491924,0.005026875
